time,weathercode (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),temperature_2m_mean (°C),precipitation_sum (mm),precipitation_hours (h),windspeed_10m_max (m/s)
2022-06-22,51,33.2,25.8,29.1,0.2,2,3.62
2022-06-23,63,34.3,25.4,28.9,4.8,9,2.55
2022-06-24,53,33.6,25.2,29.0,0.9,4,2.69
2022-06-25,61,33.2,25.0,28.5,3.4,12,2.75
2022-06-26,61,32.4,25.4,28.5,3.7,8,2.91
2022-06-27,51,33.3,25.4,29.1,0.7,7,3.57
2022-06-28,51,34.6,25.6,29.9,0.3,3,2.5
2022-06-29,61,32.8,26.3,29.2,5.5,6,2.79
2022-06-30,63,31.0,26.3,28.0,10.8,12,3.79
2022-07-01,63,31.2,25.7,27.6,15.4,13,5.41
2022-07-02,63,27.9,25.7,26.5,20.9,24,5.3
2022-07-03,61,29.7,26.0,27.5,12.7,24,4.96
2022-07-04,61,28.3,26.5,27.3,16.3,24,4.62
2022-07-05,63,28.2,26.4,27.1,24.1,23,3.96
2022-07-06,63,28.7,25.5,26.7,13.2,22,3.08
2022-07-07,61,30.5,25.5,27.2,6.0,16,3.49
2022-07-08,63,33.2,24.6,28.2,8.6,9,2.34
2022-07-09,53,34.6,25.3,29.1,1.9,9,2.27
2022-07-10,51,34.3,25.7,29.7,1.4,6,2.22
2022-07-11,51,34.3,25.5,29.8,1.3,8,2.25
2022-07-12,51,34.6,25.5,29.9,0.6,5,1.48
2022-07-13,1,35.4,25.1,30.1,0.0,0,1.39
2022-07-14,53,34.9,26.3,30.1,1.3,7,1.75
2022-07-15,61,34.0,26.7,29.6,2.1,5,3.14
2022-07-16,61,34.3,27.2,29.9,3.0,11,3.52
2022-07-17,53,32.6,27.8,29.9,4.0,15,3.89
2022-07-18,51,33.8,28.3,30.1,2.3,14,3.55
2022-07-19,51,32.5,27.2,29.5,0.7,7,2.98
2022-07-20,61,34.1,26.8,30.1,2.3,8,3.41
2022-07-21,53,34.7,25.2,30.1,1.7,9,2.5
2022-07-22,51,35.9,26.2,30.9,0.4,3,1.9
2022-07-23,51,36.0,26.6,31.0,0.2,2,2.1
2022-07-24,1,36.5,26.8,31.1,0.0,0,1.9
2022-07-25,51,36.8,27.0,31.5,0.1,1,1.72
2022-07-26,51,35.1,27.8,30.9,1.1,8,2.27
2022-07-27,51,35.5,26.3,30.4,0.4,4,2.06
2022-07-28,2,36.2,25.7,30.9,0.0,0,2.12
2022-07-29,51,35.7,26.9,30.6,0.2,2,2.26
2022-07-30,1,34.9,26.2,29.4,0.0,0,2.62
2022-07-31,51,35.8,24.8,29.8,0.3,1,2.02
2022-08-01,51,35.6,26.4,30.3,0.3,3,1.55
2022-08-02,61,36.7,26.0,29.9,2.9,9,2.38
2022-08-03,61,29.4,25.8,27.3,10.2,24,2.06
2022-08-04,63,26.5,25.4,25.8,17.1,21,3.85
2022-08-05,61,31.1,24.8,27.3,8.7,18,4.09
2022-08-06,63,33.3,24.9,28.2,5.9,7,2.55
2022-08-07,61,35.0,24.5,29.0,1.8,1,2.97
2022-08-08,63,34.0,26.0,28.9,9.5,10,3.35
2022-08-09,63,29.6,23.7,26.1,15.1,17,4.5
2022-08-10,61,28.7,24.8,26.5,9.7,16,4.96
2022-08-11,61,31.5,24.8,27.3,4.9,11,3.28
2022-08-12,63,30.5,24.1,26.3,10.5,8,2.63
2022-08-13,63,31.4,24.4,27.6,12.3,10,2.35
2022-08-14,61,34.1,25.5,29.0,3.8,10,1.61
2022-08-15,51,35.4,26.4,30.0,1.1,11,1.22
2022-08-16,63,34.3,26.5,29.6,5.0,10,2.39
2022-08-17,63,32.4,25.6,28.2,13.4,11,2.91
2022-08-18,63,31.4,24.8,27.5,8.0,8,2.12
2022-08-19,53,31.4,25.0,28.0,2.1,9,2.86
2022-08-20,53,31.2,25.1,27.7,1.8,8,4.44
2022-08-21,51,33.0,24.0,28.2,0.9,6,2.69
2022-08-22,51,33.6,25.0,29.1,0.6,5,2.66
2022-08-23,51,36.0,25.1,30.2,0.2,2,1.62
2022-08-24,51,35.2,26.1,29.7,0.3,2,5.12
2022-08-25,61,29.8,24.7,26.7,8.7,14,4.8
2022-08-26,61,32.6,24.0,27.9,5.5,14,2.47
2022-08-27,2,33.9,25.3,29.2,0.0,0,2.4
2022-08-28,63,33.7,26.6,29.0,8.5,7,3.04
2022-08-29,63,32.2,26.2,28.6,9.3,6,1.94
2022-08-30,61,32.4,25.7,28.4,6.9,10,1.3
2022-08-31,63,33.0,26.0,28.5,13.8,13,2.82
2022-09-01,61,31.2,25.5,27.8,3.7,7,2.94
2022-09-02,3,30.4,24.8,27.4,0.0,0,5.3
2022-09-03,2,32.5,23.8,28.1,0.0,0,4.0
2022-09-04,2,32.4,24.3,28.2,0.0,0,4.41
2022-09-05,2,31.9,24.8,28.1,0.0,0,3.23
2022-09-06,51,34.0,24.6,28.6,0.6,3,2.5
2022-09-07,53,30.0,25.5,27.2,1.6,6,2.75
2022-09-08,63,33.5,24.8,27.7,5.7,4,2.25
2022-09-09,51,33.0,23.8,28.0,0.2,2,1.77
2022-09-10,51,33.8,24.0,27.9,0.4,4,2.06
2022-09-11,3,33.9,25.2,28.8,0.0,0,2.44
2022-09-12,0,34.8,23.1,28.5,0.0,0,2.91
2022-09-13,0,34.9,22.6,28.7,0.0,0,3.58
2022-09-14,0,34.2,23.0,28.6,0.0,0,3.88
2022-09-15,2,34.4,22.5,28.4,0.0,0,3.3
2022-09-16,0,35.3,24.4,29.1,0.0,0,2.69
2022-09-17,1,35.4,22.6,28.6,0.0,0,1.77
2022-09-18,1,36.4,24.6,30.0,0.0,0,2.2
2022-09-19,2,37.4,26.0,30.9,0.0,0,2.7
2022-09-20,51,34.4,25.2,29.0,1.1,8,3.07
2022-09-21,53,32.5,25.2,27.7,2.9,13,1.43
2022-09-22,51,33.5,24.0,28.0,0.2,2,1.36
2022-09-23,2,34.4,23.8,28.6,0.0,0,3.01
2022-09-24,51,31.8,24.8,27.7,0.6,6,2.28
2022-09-25,2,35.2,23.0,28.5,0.0,0,2.9
2022-09-26,2,35.6,23.0,29.0,0.0,0,3.26
2022-09-27,51,34.7,25.8,29.6,0.1,1,4.3
2022-09-28,2,36.3,24.5,29.9,0.0,0,3.42
2022-09-29,3,35.3,24.6,29.1,0.0,0,3.19
2022-09-30,51,32.5,25.5,28.5,0.9,7,4.14
2022-10-01,51,33.0,25.2,28.5,0.3,2,3.41
2022-10-02,51,34.6,24.3,28.7,0.3,3,3.11
2022-10-03,2,36.1,24.1,29.5,0.0,0,1.77
2022-10-04,51,37.4,24.7,30.1,0.2,2,2.31
2022-10-05,51,35.4,26.6,30.0,0.6,6,3.45
2022-10-06,2,34.6,24.7,29.1,0.0,0,2.5
2022-10-07,3,31.4,24.0,27.1,0.0,0,3.77
2022-10-08,1,31.0,21.5,25.5,0.0,0,3.31
2022-10-09,3,30.0,20.9,24.9,0.0,0,5.6
2022-10-10,1,26.7,19.5,22.4,0.0,0,6.14
2022-10-11,0,27.4,17.5,22.0,0.0,0,4.12
2022-10-12,1,28.8,16.3,22.2,0.0,0,3.94
2022-10-13,1,30.5,17.7,24.3,0.0,0,3.89
2022-10-14,0,30.9,20.0,25.1,0.0,0,3.68
2022-10-15,2,31.2,20.3,25.7,0.0,0,4.02
2022-10-16,3,30.7,23.7,26.9,0.0,0,6.04
2022-10-17,3,26.7,24.3,25.7,0.0,0,7.16
2022-10-18,61,25.8,17.4,21.2,7.9,10,5.87
2022-10-19,3,26.5,19.2,22.4,0.0,0,4.4
2022-10-20,1,30.1,18.5,23.2,0.0,0,3.05
2022-10-21,0,32.4,17.7,24.6,0.0,0,2.25
2022-10-22,3,32.7,17.8,25.2,0.0,0,3.68
2022-10-23,1,32.5,22.2,26.6,0.0,0,3.55
2022-10-24,3,32.6,20.6,25.7,0.0,0,2.82
2022-10-25,1,30.5,18.1,23.8,0.0,0,2.65
2022-10-26,1,30.6,16.5,22.9,0.0,0,1.66
2022-10-27,1,31.6,17.2,24.2,0.0,0,2.53
2022-10-28,2,30.1,20.4,25.0,0.0,0,3.86
2022-10-29,3,28.9,21.5,24.6,0.0,0,5.05
2022-10-30,1,28.4,21.0,24.2,0.0,0,5.85
2022-10-31,3,27.8,21.4,24.4,0.0,0,7.18
2022-11-01,63,24.6,17.6,20.8,19.1,16,6.07
2022-11-02,63,18.7,17.7,18.1,40.8,24,5.64
2022-11-03,53,21.9,18.1,20.2,5.9,23,4.24
2022-11-04,51,21.7,18.7,20.2,0.4,3,3.76
2022-11-05,3,21.2,17.1,18.8,0.0,0,3.4
2022-11-06,53,21.2,16.1,18.7,4.3,15,2.19
2022-11-07,55,22.8,17.4,19.8,9.9,22,2.47
2022-11-08,55,22.9,18.4,20.5,9.2,22,2.11
2022-11-09,51,27.9,19.8,23.2,0.7,3,1.92
2022-11-10,51,29.7,19.7,24.2,0.2,2,1.5
2022-11-11,3,30.9,20.5,24.4,0.0,0,1.58
2022-11-12,3,29.7,19.6,23.8,0.0,0,1.51
2022-11-13,51,31.7,19.2,24.6,0.2,2,1.92
2022-11-14,51,29.3,21.6,24.3,0.2,2,3.0
2022-11-15,3,26.2,21.2,23.2,0.0,0,2.38
2022-11-16,51,26.4,20.5,22.8,0.1,1,1.8
2022-11-17,51,28.9,19.9,24.0,0.1,1,1.92
2022-11-18,3,30.1,20.4,24.3,0.0,0,1.78
2022-11-19,3,28.4,19.9,23.6,0.0,0,3.83
2022-11-20,2,29.1,19.3,23.2,0.0,0,3.13
2022-11-21,51,29.4,19.6,24.0,0.2,2,3.65
2022-11-22,61,24.7,20.9,23.0,11.5,19,2.92
2022-11-23,61,23.0,20.9,22.1,9.6,20,3.5
2022-11-24,55,21.5,19.4,20.5,5.2,16,2.21
2022-11-25,61,22.4,19.6,20.5,9.4,15,2.34
2022-11-26,61,22.7,19.6,20.8,7.7,16,2.48
2022-11-27,51,24.0,20.3,21.9,0.1,1,3.94
2022-11-28,51,27.9,21.6,24.3,0.6,5,4.69
2022-11-29,3,29.8,21.8,25.4,0.0,0,1.87
2022-11-30,3,23.5,11.3,16.2,0.0,0,5.54
2022-12-01,51,11.2,7.9,9.4,0.2,2,6.13
2022-12-02,3,15.2,6.9,10.4,0.0,0,5.06
2022-12-03,3,17.9,9.8,13.8,0.0,0,2.59
2022-12-04,51,18.3,12.8,15.2,0.2,2,3.96
2022-12-05,3,15.6,10.8,12.6,0.0,0,5.57
2022-12-06,3,15.6,10.2,12.2,0.0,0,4.05
2022-12-07,1,19.3,10.5,14.0,0.0,0,3.54
2022-12-08,2,21.6,10.9,15.2,0.0,0,3.4
2022-12-09,2,20.6,12.1,15.5,0.0,0,3.95
2022-12-10,1,19.9,12.6,15.3,0.0,0,4.13
2022-12-11,51,16.6,12.9,13.9,0.5,3,5.22
2022-12-12,2,15.6,11.6,13.2,0.0,0,5.32
2022-12-13,53,13.9,8.9,11.4,2.2,7,4.4
2022-12-14,53,10.0,7.9,9.0,10.7,24,4.48
2022-12-15,55,12.6,9.5,11.1,9.2,23,2.28
2022-12-16,55,15.9,12.5,13.6,7.4,16,5.22
2022-12-17,51,12.6,8.9,10.5,1.4,7,6.79
2022-12-18,2,12.5,6.3,8.7,0.0,0,6.3
2022-12-19,0,17.0,3.5,9.1,0.0,0,2.48
2022-12-20,3,20.2,4.2,11.8,0.0,0,2.38
2022-12-21,3,19.3,11.7,14.9,0.0,0,4.8
2022-12-22,0,20.2,6.8,13.1,0.0,0,3.7
2022-12-23,1,19.5,9.8,14.1,0.0,0,4.07
2022-12-24,2,19.6,7.1,12.3,0.0,0,3.81
2022-12-25,0,20.0,5.6,11.5,0.0,0,2.69
2022-12-26,1,20.6,5.4,12.1,0.0,0,2.66
2022-12-27,1,21.0,8.3,13.6,0.0,0,2.37
2022-12-28,1,19.2,10.8,14.0,0.0,0,4.22
2022-12-29,3,14.4,9.3,11.6,0.0,0,4.15
2022-12-30,1,14.8,7.5,10.6,0.0,0,4.71
2022-12-31,0,17.5,7.6,11.7,0.0,0,3.81
2023-01-01,53,15.7,9.0,12.5,0.6,1,3.05
2023-01-01,53,15.7,9.0,12.5,0.6,1,3.05
2023-01-02,53,15.9,12.3,14.0,1.3,5,4.0
2023-01-03,53,15.6,10.7,13.5,1.7,6,3.96
2023-01-04,51,19.6,12.0,15.2,0.6,4,2.6
2023-01-05,3,22.2,13.3,16.9,0.0,0,3.07
2023-01-06,1,22.0,13.7,17.1,0.0,0,5.03
2023-01-07,1,23.3,12.4,17.0,0.0,0,3.27
2023-01-08,61,20.4,13.6,16.0,1.4,2,2.13
2023-01-09,53,16.5,14.4,15.3,5.2,13,2.9
2023-01-10,51,16.2,15.2,15.7,1.9,12,3.16
2023-01-11,53,19.4,15.4,16.9,2.0,9,2.55
2023-01-12,51,21.5,16.3,18.9,1.3,9,2.56
2023-01-13,53,23.7,19.1,21.1,3.2,15,2.9
2023-01-14,53,27.3,19.2,22.5,2.7,15,3.67
2023-01-15,51,19.1,7.9,12.7,0.1,1,5.95
2023-01-16,3,8.2,6.5,7.4,0.0,0,5.57
2023-01-17,3,12.6,7.0,9.5,0.0,0,4.14
2023-01-18,3,15.5,8.0,10.9,0.0,0,4.05
2023-01-19,2,19.5,6.5,12.4,0.0,0,2.61
2023-01-20,51,17.6,11.7,14.4,0.1,1,3.19
2023-01-21,51,16.1,12.4,14.4,1.0,8,1.78
2023-01-22,53,19.4,13.7,15.8,7.0,13,1.84
2023-01-23,3,21.5,13.0,16.2,0.0,0,4.81
2023-01-24,3,14.0,7.9,11.5,0.0,0,7.45
2023-01-25,3,13.0,4.5,8.2,0.0,0,4.34
2023-01-26,3,18.9,8.2,13.4,0.0,0,3.36
2023-01-27,3,15.0,10.2,11.9,0.0,0,6.38
2023-01-28,1,14.3,6.1,9.5,0.0,0,5.2
2023-01-29,0,16.3,3.6,9.1,0.0,0,3.51
2023-01-30,0,21.7,2.6,10.3,0.0,0,2.2
2023-01-31,3,23.0,3.1,13.4,0.0,0,2.5
2023-02-01,3,25.3,13.0,18.4,0.0,0,1.75
2023-02-02,3,26.1,13.0,19.5,0.0,0,2.42
2023-02-03,3,23.7,14.6,18.6,0.0,0,2.69
2023-02-04,53,17.2,15.4,16.2,8.2,19,2.19
2023-02-05,61,16.9,14.2,15.3,8.9,20,2.06
2023-02-06,53,21.4,14.6,17.6,0.9,3,1.77
2023-02-07,51,23.7,17.1,19.7,0.4,3,2.83
2023-02-08,51,24.5,16.9,20.2,0.2,2,2.98
2023-02-09,3,24.9,17.4,20.6,0.0,0,2.62
2023-02-10,51,23.6,17.7,20.3,0.2,2,2.33
2023-02-11,51,25.4,18.1,20.9,0.2,2,4.01
2023-02-12,3,26.2,18.2,21.7,0.0,0,4.37
2023-02-13,51,27.8,15.8,20.4,0.9,5,5.24
2023-02-14,55,15.4,10.4,12.8,3.6,8,5.61
2023-02-15,1,17.2,8.6,12.2,0.0,0,4.65
2023-02-16,3,20.7,8.0,13.3,0.0,0,2.33
2023-02-17,2,24.5,9.9,16.5,0.0,0,1.62
2023-02-18,3,28.0,10.9,18.8,0.0,0,1.48
2023-02-19,51,26.6,16.6,21.0,0.4,4,5.01
2023-02-20,3,23.7,14.9,18.7,0.0,0,4.12
2023-02-21,1,24.0,13.1,17.8,0.0,0,3.02
2023-02-22,0,22.7,9.3,15.8,0.0,0,2.15
2023-02-23,0,25.1,9.9,16.6,0.0,0,2.0
2023-02-24,0,23.3,13.0,16.9,0.0,0,5.06
2023-02-25,3,16.4,11.3,13.3,0.0,0,5.15
2023-02-26,3,20.4,11.1,14.7,0.0,0,3.94
2023-02-27,0,23.0,7.8,14.6,0.0,0,2.41
2023-02-28,0,25.1,8.2,15.7,0.0,0,1.88
2023-03-01,0,27.4,9.6,18.8,0.0,0,2.91
2023-03-02,1,25.8,14.8,19.7,0.0,0,3.45
2023-03-03,3,26.3,11.2,18.5,0.0,0,3.11
2023-03-04,3,25.0,15.8,19.5,0.0,0,2.64
2023-03-05,0,26.6,11.0,18.2,0.0,0,1.92
2023-03-06,0,27.4,8.9,17.9,0.0,0,2.14
2023-03-07,0,27.5,10.3,18.2,0.0,0,2.2
2023-03-08,3,26.6,10.7,18.8,0.0,0,3.04
2023-03-09,3,27.6,16.5,21.7,0.0,0,2.92
2023-03-10,1,30.2,15.0,22.1,0.0,0,3.14
2023-03-11,3,29.4,14.0,21.0,0.0,0,2.8
2023-03-12,51,24.9,17.1,20.5,0.1,1,5.84
2023-03-13,3,19.5,13.9,17.6,0.0,0,4.78
2023-03-14,2,26.5,10.7,18.1,0.0,0,4.18
2023-03-15,3,26.8,14.9,20.4,0.0,0,2.04
2023-03-16,2,30.8,14.7,22.0,0.0,0,3.22
2023-03-17,3,28.8,16.3,22.1,0.0,0,2.8
2023-03-18,51,28.9,17.6,22.6,0.1,1,3.01
2023-03-19,51,25.4,19.1,21.9,0.1,1,3.23
2023-03-20,3,27.9,19.1,22.6,0.0,0,4.08
2023-03-21,51,26.2,20.2,23.2,0.2,2,4.94
2023-03-22,51,28.5,22.9,25.0,0.4,3,5.17
2023-03-23,51,30.3,22.7,25.7,0.7,4,5.64
2023-03-24,61,26.9,21.7,23.8,3.2,7,4.0
2023-03-25,63,23.6,15.7,20.7,18.8,23,3.7
2023-03-26,61,16.4,13.7,14.8,11.5,20,3.45
2023-03-27,55,18.5,14.1,15.1,5.6,15,3.22
2023-03-28,51,19.6,14.3,16.5,0.4,4,2.65
2023-03-29,55,19.5,16.1,17.5,10.5,19,1.75
2023-03-30,51,20.3,17.7,18.6,1.3,8,2.06
2023-03-31,55,22.1,17.5,19.1,7.9,17,1.57
2023-04-01,53,22.6,18.0,20.0,4.3,13,1.14
2023-04-02,53,23.8,19.2,21.3,2.9,12,2.89
2023-04-03,51,24.8,18.7,21.5,0.5,4,4.9
2023-04-04,53,25.0,20.9,22.8,1.3,4,6.4
2023-04-05,65,26.0,22.6,23.6,24.1,17,4.67
2023-04-06,65,24.8,16.9,21.9,34.6,23,4.56
2023-04-07,55,23.5,15.3,19.2,2.3,3,4.61
2023-04-08,53,21.1,15.7,18.3,0.5,1,2.88
2023-04-09,3,22.8,13.7,18.6,0.0,0,1.72
2023-04-10,3,23.6,17.2,20.3,0.0,0,2.64
2023-04-11,51,27.2,20.0,23.4,0.9,5,1.99
2023-04-12,51,29.6,19.8,24.4,1.1,7,3.16
2023-04-13,3,28.7,21.1,24.6,0.0,0,3.28
2023-04-14,51,27.7,20.5,24.3,0.5,4,2.83
2023-04-15,1,29.9,21.6,25.5,0.0,0,4.92
2023-04-16,1,33.5,18.7,25.7,0.0,0,2.68
2023-04-17,51,31.9,20.2,25.8,1.0,6,4.13
2023-04-18,53,31.2,24.6,27.2,2.5,5,4.93
2023-04-19,63,26.1,22.5,24.5,9.4,19,5.23
2023-04-20,51,30.4,21.4,25.5,1.6,12,2.06
2023-04-21,63,25.0,22.6,24.0,13.9,8,3.19
2023-04-22,53,27.5,21.7,24.1,2.1,6,4.17
2023-04-23,53,27.5,21.2,24.0,1.0,5,3.31
2023-04-24,61,25.1,18.8,21.8,5.5,9,3.23
2023-04-25,51,19.0,17.5,18.2,2.5,10,3.4
2023-04-26,3,24.9,15.8,20.0,0.0,0,4.31
2023-04-27,51,29.3,17.5,22.8,0.1,1,2.15
2023-04-28,3,29.5,19.6,24.4,0.0,0,2.88
2023-04-29,61,27.8,19.4,22.9,4.8,8,4.4
2023-04-30,3,26.3,17.9,22.1,0.0,0,3.72
2023-05-01,51,29.2,20.6,24.5,0.8,7,2.06
2023-05-02,3,30.3,20.1,24.7,0.0,0,2.73
2023-05-03,51,31.0,21.0,26.0,0.5,5,4.3
2023-05-04,51,33.9,24.6,28.5,0.1,1,4.49
2023-05-05,51,32.8,25.0,28.5,0.1,1,4.55
2023-05-06,53,31.1,25.1,27.9,1.7,7,5.48
2023-05-07,63,27.0,21.4,23.8,37.9,24,2.91
2023-05-08,61,23.3,19.3,21.3,8.0,15,3.19
2023-05-09,53,25.9,20.9,23.0,3.3,13,1.66
2023-05-10,51,29.0,20.8,24.2,0.9,6,1.72
2023-05-11,55,25.9,21.2,22.9,4.0,15,1.71
2023-05-12,51,21.9,20.3,20.9,3.9,17,2.47
2023-05-13,61,25.3,20.6,22.4,2.6,2,1.72
2023-05-14,61,27.1,20.0,22.6,3.3,6,1.58
2023-05-15,3,30.9,18.7,24.6,0.0,0,1.84
2023-05-16,51,28.9,21.5,25.4,1.3,8,4.53
2023-05-17,61,31.6,25.4,27.5,3.8,10,4.69
2023-05-18,53,34.0,25.8,28.8,2.9,13,3.58
2023-05-19,63,32.5,24.2,27.5,7.7,9,2.55
2023-05-20,53,32.4,24.9,28.0,1.5,6,3.54
2023-05-21,55,32.8,25.2,28.9,2.2,10,4.37
2023-05-22,53,34.8,24.6,28.9,2.9,9,2.84
2023-05-23,63,25.6,20.7,23.3,22.6,16,3.62
2023-05-24,55,28.2,21.6,24.5,4.0,10,2.69
2023-05-25,53,32.9,22.7,27.0,1.2,4,2.26
2023-05-26,53,33.2,24.5,28.3,1.7,10,2.7
2023-05-27,3,33.4,24.7,28.7,0.0,0,2.14
2023-05-28,51,34.7,24.6,29.1,0.4,3,1.58
2023-05-29,51,34.6,24.3,29.2,0.3,3,2.83
2023-05-30,51,38.2,26.1,31.7,0.3,2,2.92
2023-05-31,61,36.1,27.4,31.3,5.0,13,3.42
2023-06-01,53,35.6,27.5,30.2,2.8,15,2.34
2023-06-02,55,36.6,26.1,30.8,2.7,13,2.19
2023-06-03,65,35.1,26.0,28.8,31.9,16,1.77
2023-06-04,63,32.4,25.7,28.8,7.0,15,2.92
2023-06-05,51,34.3,26.1,29.3,0.8,7,2.98
2023-06-06,63,31.9,25.1,27.2,18.5,12,3.28
2023-06-07,61,32.1,24.8,27.1,8.3,19,3.27
2023-06-08,61,32.0,24.9,27.6,6.4,15,2.82
2023-06-09,63,32.3,25.5,27.7,8.5,15,2.46
2023-06-10,63,31.2,24.6,27.1,7.5,10,1.43
2023-06-11,51,34.1,24.7,28.6,0.3,3,1.98
2023-06-12,2,35.2,25.3,29.9,0.0,0,2.15
2023-06-13,61,33.7,25.2,28.3,10.9,12,2.01
2023-06-14,65,30.7,24.8,26.5,29.2,18,1.8
2023-06-15,63,28.6,24.3,26.2,10.9,13,2.16
2023-06-16,63,27.4,25.2,26.0,12.6,21,2.62
2023-06-17,61,28.2,24.3,25.8,10.3,21,2.61
2023-06-18,63,29.7,24.6,26.7,10.8,11,3.64
2023-06-19,53,31.5,25.4,28.2,2.1,8,3.74
2023-06-20,53,33.5,26.0,29.5,2.1,8,3.84
2023-06-21,53,33.3,27.0,29.5,2.6,11,3.41
2023-06-22,53,33.7,26.8,30.0,2.0,11,3.75
2023-06-23,53,30.2,25.8,27.7,2.2,10,2.47
2023-06-24,55,29.1,25.2,27.0,4.6,13,3.41
2023-06-25,63,32.8,25.4,28.3,9.9,9,3.04
2023-06-26,63,31.1,24.8,27.5,13.0,8,2.44
2023-06-27,63,31.5,25.3,27.9,6.9,7,3.26
2023-06-28,55,31.7,25.5,28.1,2.7,8,2.92
2023-06-29,63,33.9,25.7,29.2,5.9,7,1.8
2023-06-30,55,33.4,26.6,29.4,2.7,8,2.92
2023-07-01,61,31.5,26.9,28.8,7.3,16,2.4
2023-07-02,63,30.7,26.0,27.7,10.6,12,3.05
2023-07-03,55,31.4,25.4,28.0,3.8,15,3.61
2023-07-04,61,30.5,25.9,27.2,7.6,16,4.11
2023-07-05,61,32.9,25.4,29.1,3.3,9,4.03
2023-07-06,51,33.7,26.7,29.9,0.8,8,4.67
2023-07-07,51,34.1,27.1,30.2,0.6,5,4.76
2023-07-08,51,34.3,26.4,30.2,0.6,5,4.11
2023-07-09,51,35.2,26.4,30.5,1.2,10,3.35
2023-07-10,51,34.8,26.6,30.4,0.7,7,3.14
2023-07-11,51,34.9,26.4,30.4,1.4,8,3.44
2023-07-12,51,35.2,26.5,30.4,1.0,6,2.92
2023-07-13,51,34.9,26.3,30.5,0.5,4,2.65
2023-07-14,51,36.9,26.2,31.2,0.4,4,2.47
2023-07-15,51,37.8,26.4,31.6,0.8,4,2.14
2023-07-16,63,33.7,26.3,29.1,11.0,15,5.32
2023-07-17,61,30.4,26.3,27.9,12.4,21,5.8
2023-07-18,63,30.1,26.3,27.8,16.1,20,3.96
2023-07-19,61,31.2,25.9,27.8,8.1,17,2.3
2023-07-20,63,33.7,26.4,29.2,5.9,8,2.1
2023-07-21,63,34.0,26.3,29.4,8.9,7,2.37
2023-07-22,51,33.3,26.5,29.6,1.4,6,2.33
2023-07-23,51,33.8,26.1,29.6,1.4,10,1.9
2023-07-24,51,35.0,26.1,30.0,0.6,5,1.7
2023-07-25,51,35.4,25.7,30.0,0.2,2,2.14
2023-07-26,51,36.9,26.1,31.4,0.2,1,3.72
2023-07-27,51,35.0,28.0,31.4,0.1,1,3.62
2023-07-28,51,35.1,28.1,31.0,0.1,1,4.1
2023-07-29,63,31.8,26.4,28.2,24.9,17,2.66
2023-07-30,61,30.2,26.0,27.7,7.4,16,2.2
2023-07-31,53,33.0,25.4,28.4,1.5,3,2.2
2023-08-01,63,32.1,25.3,27.7,11.3,17,1.41
2023-08-02,51,34.1,24.4,28.2,0.6,6,1.5
2023-08-03,51,35.8,25.1,30.3,0.2,2,1.86
2023-08-04,61,35.4,27.2,30.5,2.7,5,3.49
2023-08-05,51,34.3,27.3,30.5,1.7,13,4.13
2023-08-06,51,34.3,27.8,30.6,1.8,9,3.75
2023-08-07,53,33.6,26.1,29.7,1.7,7,3.36
2023-08-08,51,33.9,26.1,29.9,0.4,4,3.4
2023-08-09,53,35.5,26.2,30.2,0.8,2,2.97
2023-08-10,61,30.9,25.2,27.8,5.8,21,1.36
2023-08-11,63,31.2,24.4,26.7,11.5,21,1.82
2023-08-12,53,32.9,24.7,27.4,2.7,12,3.24
2023-08-13,55,31.1,25.8,28.3,3.8,10,3.81
2023-08-14,63,32.8,25.6,28.4,11.8,17,3.41
2023-08-15,63,32.7,26.0,28.9,5.6,12,2.56
2023-08-16,61,33.2,26.8,29.2,5.9,11,3.03
2023-08-17,65,30.2,26.1,27.8,22.1,11,2.57
2023-08-18,61,33.3,25.9,28.2,9.9,17,1.81
2023-08-19,63,34.0,26.1,28.8,13.4,15,2.75
2023-08-20,63,29.3,25.9,27.3,16.5,17,1.9
2023-08-21,63,32.5,25.5,27.9,9.7,9,1.92
2023-08-22,61,32.6,25.5,28.5,3.9,8,2.2
2023-08-23,63,31.0,26.0,28.0,14.7,13,1.91
2023-08-24,61,31.5,25.5,27.9,2.8,6,2.19
2023-08-25,65,32.5,25.4,27.8,20.2,10,1.22
2023-08-26,63,31.7,25.1,27.8,19.1,19,1.73
2023-08-27,63,32.3,25.7,28.0,9.0,9,2.33
2023-08-28,63,32.3,26.4,28.5,7.7,15,1.68
2023-08-29,55,29.9,25.3,27.4,5.2,11,3.51
2023-08-30,53,28.6,24.4,26.5,2.6,6,4.81
2023-08-31,61,27.5,25.2,26.3,7.4,14,5.22
2023-09-01,63,25.6,24.0,25.0,41.2,24,8.11
2023-09-02,63,30.9,25.5,26.9,10.2,16,5.46
2023-09-03,51,33.9,25.5,29.1,0.6,6,3.28
2023-09-04,53,33.4,26.7,29.3,1.0,4,4.14
2023-09-05,61,28.3,25.3,26.8,13.7,21,3.94
2023-09-06,53,28.5,25.3,26.4,3.7,16,1.65
2023-09-07,65,26.8,25.0,25.7,59.3,21,3.8
2023-09-08,55,26.4,24.2,25.3,13.2,24,2.7
2023-09-09,61,27.4,23.7,25.2,15.5,20,1.77
2023-09-10,53,28.2,24.0,25.6,3.1,10,1.61
2023-09-11,63,30.9,24.3,26.4,5.2,6,2.04
