time,temperature_2m_min (°C),temperature_2m_max (°C),temperature_2m_mean (°C),precipitation_sum (mm),windspeed_10m_max (m/s)
2023-08-23,26.0,31.0,28.0,14.7,1.91
2023-08-24,25.5,31.5,27.9,2.8,2.19
2023-08-25,25.4,32.5,27.8,20.2,1.22
2023-08-26,25.1,31.7,27.8,19.1,1.73
2023-08-27,25.7,32.3,28.0,9.0,2.33
2023-08-28,26.4,32.3,28.5,7.7,1.68
2023-08-29,25.3,29.9,27.4,5.2,3.51
2023-08-30,24.4,28.6,26.5,2.6,4.81
2023-08-31,25.2,27.5,26.3,7.4,5.22
2023-09-01,24.0,25.6,25.0,41.2,8.11
2023-09-02,25.5,30.9,26.9,10.2,5.46
2023-09-03,25.5,33.9,29.1,0.6,3.28
2023-09-04,26.7,33.4,29.3,1.0,4.14
2023-09-05,25.3,28.3,26.8,13.7,3.94
2023-09-06,25.3,28.5,26.4,3.7,1.65
2023-09-07,25.0,26.8,25.7,59.3,3.8
2023-09-08,24.2,26.4,25.3,13.2,2.7
2023-09-09,23.7,27.4,25.2,15.5,1.77
2023-09-10,24.0,28.2,25.6,3.1,1.61
2023-09-11,24.3,30.9,26.4,5.2,2.04
2023-09-12,25.2,30.2,27.0,4.5,2.19
2023-09-13,25.4,31.1,27.4,1.9,1.8
2023-09-14,25.3,30.4,27.1,8.0,2.0
2023-09-15,24.6,28.7,25.9,20.7,1.63
2023-09-16,24.5,29.5,26.3,14.8,1.55
2023-09-17,24.1,32.5,27.3,3.9,1.5
2023-09-18,24.8,32.8,28.2,5.1,1.17
2023-09-19,25.1,34.0,28.5,1.1,1.43
2023-09-20,24.8,33.3,28.6,0.7,1.9
2023-09-21,25.5,34.6,29.4,1.5,1.36
2023-09-22,26.3,32.9,28.3,14.5,1.52
2023-09-23,25.1,33.8,28.8,1.7,2.14
2023-09-24,25.5,34.2,28.9,0.6,2.38
2023-09-25,25.8,33.5,29.0,0.5,2.95
2023-09-26,24.8,34.2,29.0,0.5,3.14
2023-09-27,25.3,34.5,29.0,2.0,1.78
2023-09-28,25.8,33.9,28.5,4.9,1.57
2023-09-29,25.3,33.7,28.6,3.1,1.3
2023-09-30,25.2,33.5,28.5,1.9,2.06
2023-10-01,25.2,34.6,28.8,4.6,1.6
2023-10-02,26.1,32.2,27.8,9.7,2.26
2023-10-03,25.8,33.0,28.4,0.4,2.66
2023-10-04,24.8,32.7,28.7,0.0,3.65
2023-10-05,25.2,29.1,26.8,0.0,6.61
2023-10-06,22.0,26.6,24.7,6.5,4.27
2023-10-07,19.6,22.4,20.5,21.7,5.89
2023-10-08,19.6,22.0,20.4,45.5,5.2
2023-10-09,20.4,23.7,21.5,16.7,4.83
2023-10-10,21.1,24.9,22.5,2.0,3.82
2023-10-11,20.5,26.0,22.7,0.0,3.67
2023-10-12,20.4,27.4,23.8,0.0,2.69
2023-10-13,21.9,27.2,24.3,0.0,2.8
2023-10-14,20.6,29.0,24.3,0.0,2.6
2023-10-15,20.8,29.2,24.4,0.0,3.13
2023-10-16,18.6,29.9,23.4,0.0,3.02
2023-10-17,19.2,28.4,23.1,0.0,3.23
2023-10-18,21.0,27.2,23.7,0.7,3.32
2023-10-19,22.0,25.0,23.4,11.3,1.73
2023-10-20,20.6,25.6,23.4,1.9,4.57
2023-10-21,17.3,21.8,18.9,2.1,3.77
2023-10-22,17.9,24.2,20.6,0.0,2.79
2023-10-23,20.1,28.7,23.6,0.8,2.15
2023-10-24,21.4,31.5,25.6,0.4,1.66
2023-10-25,22.1,31.8,26.0,0.3,1.49
2023-10-26,22.5,30.8,25.9,1.2,1.64
2023-10-27,23.4,26.6,24.4,10.3,1.28
2023-10-28,22.5,26.5,23.9,12.5,1.36
2023-10-29,21.8,26.5,23.7,1.1,2.12
2023-10-30,20.2,28.2,23.8,0.0,3.31
2023-10-31,18.0,28.8,22.6,0.0,2.92
2023-11-01,16.5,29.5,22.4,0.0,1.36
2023-11-02,17.3,29.2,22.9,0.0,1.9
2023-11-03,18.7,29.8,23.6,0.3,2.12
2023-11-04,19.7,30.6,24.3,0.0,1.3
2023-11-05,20.3,30.7,24.5,0.0,2.83
2023-11-06,20.7,29.2,24.2,0.0,4.56
2023-11-07,20.6,28.5,23.8,0.0,2.69
2023-11-08,20.3,26.8,23.4,0.0,1.36
2023-11-09,20.7,29.0,24.2,0.0,2.46
2023-11-10,21.3,29.5,25.0,0.8,1.48
2023-11-11,20.6,24.3,22.8,2.4,2.56
2023-11-12,17.3,21.7,19.4,0.0,5.55
2023-11-13,14.7,20.2,16.9,0.0,4.49
2023-11-14,13.8,17.6,15.3,0.0,3.29
2023-11-15,13.5,25.7,18.8,0.0,2.33
2023-11-16,13.0,19.6,16.7,1.3,6.26
2023-11-17,11.7,20.2,15.2,0.0,5.52
2023-11-18,9.4,21.8,14.9,0.0,3.89
2023-11-19,10.7,23.1,15.7,0.0,1.75
2023-11-20,10.9,25.3,17.1,0.0,1.55
2023-11-21,10.3,26.1,17.4,0.0,1.7
2023-11-22,11.8,26.2,18.4,0.0,1.94
2023-11-23,13.6,27.3,19.4,0.0,2.66
2023-11-24,14.6,27.0,20.0,0.0,3.12
2023-11-25,15.0,25.9,19.2,0.0,2.56
2023-11-26,12.6,25.5,18.3,0.0,3.1
2023-11-27,14.1,25.9,19.2,0.0,3.07
2023-11-28,14.6,27.0,19.2,0.0,2.4
2023-11-29,16.9,25.3,20.5,0.0,1.86
2023-11-30,17.5,23.3,20.4,0.0,4.47
2023-12-01,14.6,18.4,16.2,0.0,5.06
2023-12-02,13.4,21.5,16.9,0.0,3.07
2023-12-03,14.6,22.6,17.6,0.1,2.58
2023-12-04,15.6,19.4,17.4,0.0,2.9
2023-12-05,14.8,22.7,17.8,0.0,2.56
2023-12-06,14.4,20.5,17.3,0.9,3.55
2023-12-07,11.1,24.5,15.8,0.0,3.22
2023-12-08,8.3,26.2,16.6,0.0,2.25
2023-12-09,15.8,27.0,20.8,0.0,2.42
2023-12-10,17.4,30.4,23.1,0.0,3.1
2023-12-11,19.8,29.4,23.7,0.7,1.84
2023-12-12,17.6,24.0,20.6,0.0,4.62
2023-12-13,16.5,24.7,20.2,0.0,2.24
2023-12-14,17.8,27.8,22.3,0.0,2.8
2023-12-15,19.8,29.4,24.1,1.0,2.28
2023-12-16,8.2,19.4,11.4,2.1,7.18
2023-12-17,6.2,9.8,8.1,0.0,5.65
2023-12-18,8.9,18.8,12.9,0.0,3.13
2023-12-19,8.7,14.2,10.5,0.0,4.88
2023-12-20,6.5,11.1,8.3,0.0,5.6
2023-12-21,6.4,8.8,7.6,0.0,5.69
2023-12-22,3.2,11.0,7.0,0.0,5.5
2023-12-23,5.7,9.2,7.3,0.0,4.18
2023-12-24,4.3,15.6,9.2,0.0,4.59
2023-12-25,5.1,17.9,10.2,0.0,3.41
2023-12-26,4.6,20.6,11.7,0.0,1.94
2023-12-27,8.4,23.2,15.1,0.0,1.91
2023-12-28,11.7,25.3,17.1,0.0,2.48
2023-12-29,12.3,26.2,17.7,0.0,2.13
2023-12-30,14.7,23.3,18.3,0.2,2.33
2023-12-31,15.2,26.6,20.2,0.2,2.92
2024-01-01,15.7,24.9,19.8,0.0,2.25
